timestamp,query_name,transaction_id,ttl,response_ip
2024-12-17 12:56:52.790899,example19.com,53786,300,192.168.1.133
2024-12-17 12:55:53.790899,example48.com,9192,120,192.168.1.201
2024-12-17 13:20:35.790899,example17.com,13062,300,192.168.1.140
2024-12-17 13:24:34.790899,example48.com,23396,60,192.168.1.253
2024-12-17 13:07:14.790899,example64.com,18389,0,192.168.1.58
2024-12-17 13:00:20.790899,example74.com,19803,120,192.168.1.42
2024-12-17 13:09:11.790899,example64.com,40568,60,192.168.1.76
2024-12-17 13:14:55.790899,example76.com,12930,120,192.168.1.120
2024-12-17 13:12:09.790899,example40.com,36874,0,192.168.1.28
2024-12-17 13:10:31.790899,example59.com,22970,0,192.168.1.120
2024-12-17 13:29:58.790899,example98.com,51420,300,192.168.1.177
2024-12-17 13:29:09.790899,example28.com,32771,120,192.168.1.187
2024-12-17 13:31:10.790899,example55.com,50630,120,192.168.1.58
2024-12-17 13:22:11.790899,example29.com,27701,120,192.168.1.38
2024-12-17 13:32:55.790899,example7.com,50947,300,192.168.1.40
2024-12-17 13:28:16.790899,example54.com,16890,60,192.168.1.157
2024-12-17 13:03:04.790899,example57.com,38690,60,192.168.1.238
2024-12-17 13:31:01.790899,example53.com,50009,0,192.168.1.66
2024-12-17 13:17:50.790899,example19.com,15271,60,192.168.1.180
2024-12-17 12:40:41.790899,example77.com,23849,120,192.168.1.231
2024-12-17 13:16:26.790899,example27.com,8509,0,192.168.1.192
2024-12-17 12:41:26.790899,example46.com,24850,300,192.168.1.244
2024-12-17 12:54:54.790899,example67.com,63146,300,192.168.1.245
2024-12-17 13:28:52.790899,example68.com,31858,0,192.168.1.96
2024-12-17 13:34:16.790899,example48.com,37723,0,192.168.1.193
2024-12-17 12:59:52.790899,example95.com,37444,300,192.168.1.221
2024-12-17 13:33:02.790899,example92.com,7686,60,192.168.1.184
2024-12-17 12:40:42.790899,example31.com,9945,0,192.168.1.33
2024-12-17 12:41:13.790899,example4.com,17365,0,192.168.1.121
2024-12-17 13:01:07.790899,example95.com,37254,120,192.168.1.17
2024-12-17 13:17:53.790899,example26.com,60799,60,192.168.1.75
2024-12-17 13:11:21.790899,example82.com,63277,120,192.168.1.68
2024-12-17 12:51:12.790899,example98.com,46180,300,192.168.1.223
2024-12-17 13:15:57.790899,example47.com,48167,0,192.168.1.200
2024-12-17 12:37:02.790899,example70.com,62218,300,192.168.1.105
2024-12-17 13:30:17.790899,example37.com,16834,60,192.168.1.45
2024-12-17 13:17:22.790899,example35.com,18693,300,192.168.1.163
2024-12-17 13:17:41.790899,example19.com,59659,60,192.168.1.160
2024-12-17 12:46:24.790899,example61.com,40374,60,192.168.1.57
2024-12-17 13:03:20.790899,example42.com,33426,60,192.168.1.250
2024-12-17 13:14:30.790899,example41.com,20771,0,192.168.1.248
2024-12-17 13:29:43.790899,example85.com,28769,120,192.168.1.120
2024-12-17 13:06:32.790899,example55.com,3863,0,192.168.1.133
2024-12-17 13:34:17.790899,example26.com,24033,60,192.168.1.178
2024-12-17 13:29:37.790899,example76.com,8791,120,192.168.1.157
2024-12-17 12:52:14.790899,example21.com,17262,0,192.168.1.34
2024-12-17 12:53:39.790899,example67.com,37443,120,192.168.1.250
2024-12-17 13:32:26.790899,example74.com,9133,0,192.168.1.102
2024-12-17 13:14:17.790899,example18.com,37297,300,192.168.1.167
2024-12-17 13:29:56.790899,example63.com,4316,120,192.168.1.67
2024-12-17 13:10:31.790899,example84.com,41165,120,192.168.1.242
2024-12-17 12:38:24.790899,example47.com,58990,120,192.168.1.59
2024-12-17 12:38:51.790899,example35.com,43560,60,192.168.1.131
2024-12-17 13:22:55.790899,example54.com,1959,0,192.168.1.20
2024-12-17 13:07:33.790899,example5.com,40461,300,192.168.1.47
2024-12-17 13:23:06.790899,example30.com,37137,300,192.168.1.72
2024-12-17 13:32:57.790899,example53.com,37405,60,192.168.1.126
2024-12-17 12:50:16.790899,example66.com,25829,120,192.168.1.183
2024-12-17 13:11:18.790899,example35.com,10937,60,192.168.1.162
2024-12-17 12:53:40.790899,example49.com,60363,60,192.168.1.201
2024-12-17 13:09:21.790899,example96.com,52254,0,192.168.1.193
2024-12-17 13:27:09.790899,example89.com,60938,120,192.168.1.195
2024-12-17 13:18:42.790899,example94.com,39041,300,192.168.1.13
2024-12-17 13:20:39.790899,example9.com,43761,0,192.168.1.223
2024-12-17 12:59:30.790899,example97.com,40424,0,192.168.1.89
2024-12-17 13:15:00.790899,example87.com,41234,120,192.168.1.54
2024-12-17 13:18:00.790899,example69.com,5396,0,192.168.1.76
2024-12-17 12:56:38.790899,example45.com,20229,0,192.168.1.37
2024-12-17 13:23:34.790899,example62.com,43967,300,192.168.1.134
2024-12-17 12:44:48.790899,example65.com,56926,60,192.168.1.128
2024-12-17 12:40:32.790899,example16.com,26060,120,192.168.1.77
2024-12-17 12:37:12.790899,example22.com,10924,60,192.168.1.157
2024-12-17 12:50:01.790899,example81.com,44927,0,192.168.1.140
2024-12-17 13:22:12.790899,example98.com,27222,120,192.168.1.160
2024-12-17 12:54:36.790899,example96.com,31416,60,192.168.1.237
2024-12-17 13:13:03.790899,example96.com,56220,300,192.168.1.155
2024-12-17 13:09:44.790899,example79.com,26563,60,192.168.1.163
2024-12-17 13:33:45.790899,example45.com,17445,0,192.168.1.140
2024-12-17 12:51:28.790899,example17.com,29653,0,192.168.1.125
2024-12-17 13:15:26.790899,example64.com,13498,60,192.168.1.54
2024-12-17 12:59:33.790899,example64.com,46643,120,192.168.1.144
2024-12-17 13:36:02.790899,example40.com,10231,0,192.168.1.249
2024-12-17 12:55:10.790899,example62.com,13403,300,192.168.1.253
2024-12-17 13:25:38.790899,example37.com,23971,300,192.168.1.123
2024-12-17 13:30:23.790899,example96.com,60127,60,192.168.1.37
2024-12-17 12:43:00.790899,example13.com,37296,120,192.168.1.58
2024-12-17 13:31:14.790899,example39.com,6140,300,192.168.1.5
2024-12-17 12:52:11.790899,example84.com,38515,60,192.168.1.131
2024-12-17 13:17:24.790899,example26.com,58208,0,192.168.1.244
2024-12-17 13:26:11.790899,example56.com,62257,0,192.168.1.2
